Player,Position_Cleaned,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,TB,Sw,PasCrs,PasLive,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,CrdY,CrdR,2CrdY,Fls,Fld,Off,OG,AerWon,AerLost,AerWon%,Rec,RecProg,Recov,PKwon,PKcon,TouDef3rd_norm,TouMid3rd_norm,TouAtt3rd_norm,TouDefPen_norm,TouAttPen_norm,grid_x,grid_y
Philip Billing,AM,26.0,1996,21,19,1555,17.3,4,1.16,0.58,50.0,0.2,0.4,19.6,0.17,0.0,0.0,23.3,31.2,74.8,343.2,89.2,12.8,15.7,81.9,7.23,9.13,79.1,1.56,2.95,52.9,0.06,0.75,1.39,0.29,0.12,2.2,0.06,0.29,1.21,30.3,1.68,1.27,0.0,0.23,0.12,0.06,0.0,0.23,0.17,0.0,0.0,0.06,0.0,0.0,2.2,1.21,0.87,0.92,0.4,0.58,1.16,50.0,0.58,1.62,0.29,1.33,1.04,3.24,1.73,0.0,43.1,2.31,10.6,19.5,13.7,2.25,1.39,0.69,50.0,0.58,41.7,22.8,118.8,54.9,1.33,1.1,0.23,1.56,1.5,0.12,0.0,0.0,1.04,1.27,0.17,0.0,1.85,1.16,61.5,27.8,3.47,4.86,0.0,0.0,0.2459396751740139,0.4524361948955916,0.31786542923433875,0.05359628770301624,0.052204176334106726,34,0
Jean-Claude Billong,MF,29.0,1993,1,0,23,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,113.3,97.1,2063.3,770.0,33.3,33.3,100.0,70.0,70.0,100.0,6.67,10.0,66.7,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,3.33,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,3.33,3.33,0.0,0.0,116.7,13.3,33.3,80.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,96.7,526.7,186.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,50.0,86.7,0.0,10.0,0.0,0.0,0.2853470437017995,0.6855184233076264,0.02853470437017995,0.11396743787489289,0.0,206,1
Cristiano Biraghi,DF,30.0,1992,20,19,1622,18.0,0,0.78,0.06,7.1,0.0,0.0,25.9,0.33,0.0,0.06,51.9,72.1,72.0,970.3,370.2,22.1,24.9,88.8,22.7,28.5,79.7,6.5,15.7,41.3,0.11,3.17,4.44,1.44,0.94,6.06,0.0,0.78,11.3,52.6,4.89,2.17,2.61,0.06,0.06,0.0,0.0,0.22,0.11,0.11,0.0,0.0,0.0,0.0,2.17,1.28,0.94,1.11,0.11,1.28,1.94,65.7,0.67,0.89,0.28,0.61,0.28,2.44,1.44,0.06,79.4,2.61,18.8,31.7,29.5,0.94,0.72,0.22,30.8,0.28,38.5,36.7,165.5,95.0,2.44,1.94,0.22,0.72,0.28,0.0,0.0,0.0,0.89,1.28,0.06,0.0,0.61,0.89,40.7,44.2,4.22,4.78,0.0,0.0,0.2367758186397985,0.3992443324937027,0.371536523929471,0.03287153652392947,0.011838790931989923,97,0
Samuele Birindelli,DF,23.0,1999,18,10,880,9.8,0,1.22,0.31,25.0,0.0,0.0,17.1,0.0,0.0,0.0,37.1,51.0,72.8,641.4,183.7,17.7,20.6,85.6,15.7,21.0,74.8,3.16,7.04,44.9,0.1,1.43,1.94,1.22,0.92,2.55,0.0,0.31,5.61,42.7,2.65,2.24,0.0,0.1,0.2,0.1,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2.04,1.02,1.22,0.61,0.2,1.33,1.73,76.5,0.41,1.73,0.51,1.22,1.22,3.27,1.63,0.0,62.7,2.86,15.3,25.2,23.1,2.35,1.53,0.61,40.0,0.82,53.3,31.8,210.1,109.6,3.98,2.35,0.41,1.73,0.71,0.31,0.0,0.0,0.82,0.92,0.2,0.0,0.2,0.51,28.6,38.7,8.88,4.9,0.0,0.0,0.24401913875598086,0.4019138755980861,0.3684210526315789,0.045614035087719294,0.037480063795853266,64,0
Tom Bischof,AM,17.0,2005,6,3,235,2.6,0,1.92,0.38,20.0,0.0,0.0,21.9,0.0,0.0,0.0,23.1,30.4,75.9,354.2,102.3,11.2,14.2,78.4,7.69,8.85,87.0,2.31,3.85,60.0,0.0,1.92,1.92,1.15,0.38,3.85,0.38,0.0,2.31,28.5,2.69,1.92,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.31,0.77,1.15,1.54,1.92,2.31,83.3,0.38,1.54,0.0,1.54,0.0,3.46,0.0,0.0,46.5,0.0,5.0,21.9,21.2,2.31,2.69,0.0,0.0,1.92,71.4,25.8,119.6,62.3,2.69,3.85,0.38,2.31,1.54,0.0,0.0,0.0,2.69,1.92,0.0,0.0,0.0,1.15,0.0,27.7,3.46,3.46,0.0,0.0,0.10752688172043011,0.47096774193548385,0.4559139784946236,0.0,0.04967741935483871,35,0
Yves Bissouma,MF,26.0,1996,20,8,814,9.0,0,0.56,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,57.1,63.4,90.0,871.4,197.1,29.6,31.2,94.7,23.1,25.0,92.4,2.78,3.67,75.8,0.0,0.89,4.44,0.44,0.11,5.0,0.11,0.22,0.22,62.0,2.78,2.22,0.0,0.11,0.11,0.11,0.22,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.33,1.11,0.33,0.56,0.44,0.22,0.78,28.6,0.56,1.33,0.56,0.78,1.0,2.33,0.78,0.0,71.0,1.89,14.1,45.7,11.3,0.11,0.78,0.56,71.4,0.22,28.6,41.2,223.4,90.7,1.11,0.89,0.0,1.44,0.56,0.56,0.0,0.0,1.56,0.78,0.11,0.0,0.67,0.67,50.0,51.7,0.78,6.56,0.0,0.0,0.19859154929577463,0.643661971830986,0.1591549295774648,0.026619718309859153,0.0015492957746478873,87,0
Leonardo Bittencourt,CDM,29.0,1993,14,12,860,9.6,2,1.35,0.63,46.2,0.15,0.33,22.0,0.1,0.0,0.0,29.2,41.0,71.1,440.3,96.5,15.8,18.4,85.9,10.8,14.3,75.9,1.35,4.06,33.3,0.0,0.52,2.08,0.83,0.1,2.92,0.1,0.31,2.08,39.8,2.08,0.94,0.0,0.21,0.1,0.63,0.21,0.1,0.0,0.0,0.0,0.0,0.1,0.0,2.29,1.25,0.42,1.46,0.42,0.83,1.88,44.4,1.04,0.63,0.0,0.63,0.83,3.13,0.42,0.0,53.1,0.63,7.4,29.6,16.8,2.4,2.71,0.94,34.6,1.25,46.2,33.4,179.2,71.5,2.29,1.98,0.31,2.6,0.83,0.52,0.0,0.0,2.92,2.08,0.31,0.0,0.21,1.04,16.7,36.9,5.31,6.56,0.0,0.0,0.1393596986817326,0.5574387947269304,0.3163841807909605,0.011864406779661017,0.04519774011299435,44,0
Lautaro Blanco,CDM,23.0,1999,5,2,230,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,40.0,57.7,471.2,297.3,11.5,13.5,85.7,6.54,13.1,50.0,5.0,12.3,40.6,0.38,1.15,2.69,1.15,0.77,3.46,0.0,0.0,8.08,28.8,1.54,1.15,0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,1.92,0.77,1.15,0.38,0.38,1.54,1.92,80.0,0.38,1.54,0.38,1.15,0.38,2.31,1.54,0.0,49.2,1.54,14.2,15.8,20.4,0.38,1.54,0.38,25.0,1.15,75.0,24.2,148.1,76.2,1.54,1.54,0.0,0.77,0.0,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.77,0.0,22.7,4.23,6.92,0.0,0.0,0.28861788617886175,0.3211382113821138,0.41463414634146334,0.031300813008130084,0.007723577235772357,47,0
Ludovic Blas,AM,25.0,1997,22,18,1667,18.5,4,3.3,1.03,31.1,0.03,0.11,22.9,0.16,0.11,0.16,29.7,37.2,79.7,583.2,127.4,11.7,13.4,87.4,12.3,14.6,83.8,4.7,7.19,65.4,0.05,1.35,3.03,0.92,0.22,5.03,0.11,1.14,3.3,33.6,4.27,2.76,0.59,0.43,0.43,0.05,0.0,0.22,0.16,0.0,0.0,0.05,0.0,0.0,1.62,1.14,0.59,0.65,0.38,0.59,1.46,40.7,0.86,0.76,0.05,0.7,0.7,2.32,0.32,0.0,51.6,0.38,5.68,25.8,21.6,2.76,4.81,2.0,41.6,2.27,47.2,39.8,282.9,120.4,3.24,2.22,0.97,3.03,2.49,0.11,0.0,0.0,2.0,2.0,0.11,0.0,0.49,0.97,33.3,36.7,7.51,5.57,0.0,0.0,0.11007751937984495,0.5,0.4186046511627907,0.007364341085271318,0.05348837209302325,58,0
Myron Boadu,FW,22.0,2001,4,0,58,0.6,1,1.67,1.67,100.0,1.0,1.0,3.8,0.0,0.0,0.0,3.33,10.0,33.3,41.7,0.0,3.33,6.67,50.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,21.7,1.67,3.33,11.7,6.67,3.33,1.67,0.0,0.0,1.67,100.0,16.7,45.0,6.67,0.0,0.0,0.0,5.0,1.67,0.0,0.0,0.0,5.0,1.67,1.67,0.0,5.0,6.67,42.9,21.7,0.0,0.0,0.0,0.0,0.1534562211981567,0.5391705069124424,0.30737327188940095,0.07695852534562211,0.1534562211981567,4,0
Antonin Bobichon,MF,27.0,1995,3,0,18,0.2,0,5.0,5.0,100.0,0.0,0.0,31.2,5.0,0.0,0.0,60.0,100.0,60.0,1005.0,355.0,30.0,50.0,60.0,20.0,25.0,80.0,10.0,15.0,66.7,0.0,5.0,25.0,5.0,0.0,20.0,5.0,0.0,10.0,95.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,115.0,0.0,10.0,45.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0,80.0,385.0,240.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,75.0,40.0,10.0,0.0,0.0,0.08695652173913043,0.391304347826087,0.5652173913043478,0.0,0.13043478260869565,100,2
Jeremie Boga,AM,26.0,1997,12,3,393,4.4,1,1.82,0.45,25.0,0.13,0.5,19.0,0.0,0.0,0.0,41.4,51.6,80.2,613.6,175.5,23.9,28.6,83.3,11.1,13.2,84.5,3.64,5.45,66.7,1.14,5.0,2.05,3.18,0.91,5.91,0.45,0.0,5.0,46.1,7.5,4.32,1.82,0.91,0.0,0.23,0.23,1.36,1.14,0.0,0.0,0.0,0.0,0.23,0.68,0.45,0.45,0.0,0.23,0.23,0.68,33.3,0.45,0.68,0.0,0.68,0.0,0.68,0.0,0.0,66.1,0.0,4.55,24.3,38.2,4.55,8.18,3.64,44.4,3.18,38.9,45.2,418.4,221.6,7.5,6.36,2.5,4.32,0.68,0.0,0.0,0.0,0.68,2.27,0.0,0.0,0.68,0.68,50.0,53.6,9.77,3.41,0.0,0.0,0.06883509833585477,0.36762481089258703,0.5779122541603632,0.0,0.06883509833585477,61,0
Emil Bohinen,MF,23.0,1999,10,4,338,3.8,0,0.53,0.0,0.0,0.0,0.0,28.1,0.0,0.0,0.0,41.1,47.1,87.2,579.2,143.7,24.2,26.1,92.9,13.4,15.5,86.4,1.84,2.89,63.6,0.0,1.32,3.16,1.05,0.26,3.68,0.0,0.26,0.26,44.7,1.84,1.58,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,2.11,2.37,0.53,0.79,1.84,2.37,77.8,0.53,2.11,0.79,1.32,2.11,5.79,1.32,0.0,60.3,3.42,17.9,31.1,12.4,0.53,1.05,0.0,0.0,0.53,50.0,31.3,178.4,96.3,0.79,1.84,0.0,1.05,1.05,0.0,0.0,0.0,1.32,1.58,0.0,0.0,0.26,0.79,25.0,35.3,1.32,8.68,0.0,0.0,0.296849087893864,0.51575456053068,0.20563847429519072,0.056716417910447764,0.0087893864013267,57,0
Quentin Boisgard,MF,25.0,1997,5,1,184,2.0,1,3.0,1.5,50.0,0.17,0.33,18.5,0.0,0.0,0.0,39.5,49.0,80.6,506.5,118.0,27.0,30.0,90.0,9.5,12.5,76.0,1.0,3.0,33.3,0.0,2.0,4.5,2.0,0.0,5.5,0.0,0.0,4.0,45.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,2.0,0.5,1.5,2.0,75.0,0.5,1.5,0.5,1.0,2.0,5.0,1.0,0.0,68.0,1.0,10.5,29.0,29.5,4.0,2.0,0.0,0.0,1.5,75.0,45.0,283.0,131.5,3.5,2.0,0.5,2.5,1.0,0.5,0.0,0.0,1.5,0.5,0.0,0.0,1.0,0.0,100.0,42.0,7.5,4.5,0.0,0.0,0.15441176470588236,0.4264705882352941,0.4338235294117647,0.014705882352941176,0.058823529411764705,50,0
Federico Bonazzoli,FW,25.0,1997,19,10,904,10.0,2,2.8,0.6,21.4,0.07,0.33,18.2,0.1,0.0,0.0,20.7,27.6,75.0,378.3,75.6,9.6,11.5,83.5,7.5,9.4,79.8,3.0,4.1,73.2,0.1,0.8,2.6,0.6,0.0,3.7,0.2,1.2,0.4,25.3,2.2,1.8,0.0,0.1,0.2,0.1,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.0,0.7,0.0,0.7,0.6,0.1,0.5,0.3,0.6,0.0,0.0,39.0,0.0,2.4,20.9,16.1,2.8,2.0,1.2,60.0,0.8,40.0,24.0,92.7,36.1,0.9,0.9,0.3,3.7,1.2,0.1,0.0,0.0,1.2,2.2,0.6,0.0,0.4,1.1,26.7,29.7,6.2,3.0,0.0,0.0,0.061538461538461535,0.5358974358974359,0.41282051282051285,0.0,0.07179487179487179,37,0
Warren Bondo,MF,19.0,2003,4,0,60,0.7,0,1.43,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,64.3,72.9,88.2,1028.6,151.4,34.3,37.1,92.3,28.6,31.4,90.9,1.43,1.43,100.0,0.0,0.0,2.86,0.0,0.0,7.14,0.0,0.0,0.0,68.6,4.29,1.43,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,0.0,1.43,0.0,0.0,85.7,0.0,11.4,57.1,18.6,0.0,5.71,4.29,75.0,1.43,25.0,64.3,450.0,210.0,4.29,4.29,0.0,1.43,1.43,1.43,0.0,0.0,2.86,4.29,0.0,0.0,1.43,0.0,100.0,72.9,2.86,5.71,0.0,0.0,0.13302217036172695,0.6662777129521587,0.21703617269544925,0.0,0.0,102,0
Kevin Bonifazi,DF,26.0,1996,7,4,416,4.6,0,0.43,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,46.7,54.6,85.7,1004.8,333.3,13.9,15.4,90.1,23.7,26.1,90.8,8.91,12.4,71.9,0.0,0.22,3.04,0.0,0.0,2.61,0.0,0.65,0.22,52.6,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.87,0.87,0.43,0.0,0.65,1.3,50.0,0.65,1.3,0.87,0.43,1.3,2.61,4.57,0.0,67.2,10.4,37.2,27.4,3.26,0.87,0.22,0.0,0.0,0.22,100.0,38.0,185.9,106.5,0.65,0.65,0.0,0.65,0.87,0.22,0.0,0.0,0.65,0.0,0.22,0.0,0.22,2.17,9.1,45.2,0.0,6.09,0.0,0.0,0.5535714285714286,0.4077380952380952,0.048511904761904756,0.15476190476190477,0.01294642857142857,100,0
Neto Borges,DF,26.0,1996,20,20,1711,19.0,2,0.84,0.16,18.8,0.13,0.67,15.4,0.0,0.0,0.0,36.2,46.8,77.3,572.0,227.9,17.9,20.8,86.3,15.5,20.1,77.4,1.84,3.32,55.6,0.0,1.11,1.89,1.63,0.63,3.26,0.16,0.0,2.79,38.1,2.58,2.32,0.05,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,1.58,1.74,0.74,0.16,1.42,2.37,60.0,0.95,1.32,0.37,0.95,1.47,4.11,2.11,0.0,59.5,2.89,17.4,25.1,17.9,2.21,3.0,1.42,47.4,1.37,45.6,37.3,215.1,99.8,1.74,1.47,0.21,1.32,0.68,0.16,0.05,0.05,0.63,1.63,0.16,0.0,1.05,0.63,62.5,33.4,5.79,5.47,0.0,0.05,0.2924369747899159,0.4218487394957983,0.30084033613445377,0.04857142857142857,0.037142857142857144,57,0
Yvandro Borges Sanches,MF,18.0,2004,3,0,28,0.3,0,3.33,0.0,0.0,0.0,0.0,34.7,0.0,0.0,0.0,26.7,30.0,88.9,376.7,56.7,6.67,6.67,100.0,10.0,13.3,75.0,3.33,3.33,100.0,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,6.67,26.7,6.67,0.0,0.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,0.0,6.67,0.0,6.67,6.67,100.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,50.0,6.67,10.0,23.3,20.0,0.0,6.67,6.67,100.0,0.0,0.0,30.0,233.3,143.3,3.33,3.33,0.0,6.67,13.3,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.7,10.0,0.0,0.0,0.2,0.466,0.4,0.1334,0.0,37,0
Sebastiaan Bornauw,DF,23.0,1999,15,14,1137,12.6,0,0.16,0.08,50.0,0.0,0.0,10.5,0.0,0.0,0.0,45.4,54.1,83.9,867.4,321.4,15.6,17.3,89.9,25.9,28.7,90.3,3.81,7.06,53.9,0.0,0.08,1.98,0.0,0.0,2.94,0.0,0.16,0.16,51.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.95,0.71,0.56,0.32,0.08,0.48,0.79,60.0,0.32,1.27,0.63,0.63,1.43,2.38,4.13,0.0,63.3,8.97,32.4,28.9,2.14,0.48,0.16,0.0,0.0,0.16,100.0,37.1,161.2,83.3,0.24,0.16,0.0,0.16,0.08,0.32,0.0,0.0,0.79,0.16,0.0,0.0,2.38,1.67,58.8,40.2,0.4,4.92,0.0,0.0,0.5118483412322274,0.4565560821484992,0.03380726698262244,0.14170616113744078,0.007582938388625593,86,0
Erik Botheim,FW,23.0,2000,15,3,335,3.7,1,1.08,0.27,25.0,0.25,1.0,15.1,0.0,0.0,0.0,14.6,23.0,63.5,191.1,39.5,7.57,11.1,68.3,4.59,6.76,68.0,0.54,0.81,66.7,0.27,1.62,1.08,0.54,0.0,2.97,0.0,0.0,0.81,22.2,2.43,1.62,0.0,0.0,0.27,0.27,0.27,0.27,0.27,0.0,0.0,0.0,0.0,0.0,1.08,0.81,0.0,0.54,0.54,0.54,0.54,100.0,0.0,0.27,0.0,0.27,0.0,1.08,0.27,0.0,31.1,0.27,2.7,11.6,17.0,2.97,0.81,0.54,66.7,0.0,0.0,15.9,70.5,37.0,1.89,0.54,0.0,2.16,1.35,0.27,0.0,0.0,1.89,1.62,0.0,0.0,2.97,3.51,45.8,23.5,9.46,2.97,0.0,0.0,0.08681672025723473,0.3729903536977492,0.5466237942122186,0.008681672025723473,0.0954983922829582,19,0
Sven Botman,DF,23.0,2000,20,19,1687,18.7,0,0.59,0.21,36.4,0.0,0.0,12.4,0.0,0.0,0.0,44.2,51.5,85.8,912.8,336.5,13.2,15.1,87.2,24.5,26.7,91.6,5.99,8.34,71.8,0.0,0.37,2.09,0.05,0.0,2.41,0.0,1.12,0.0,49.9,0.75,0.59,0.0,0.0,0.16,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,1.28,0.75,1.07,0.21,0.0,0.64,0.91,70.6,0.27,1.44,0.75,0.7,0.96,2.25,3.58,0.05,60.9,10.1,35.3,23.0,2.83,1.82,0.0,0.0,0.0,0.0,0.0,34.0,156.2,82.8,0.32,0.21,0.11,0.27,0.0,0.05,0.0,0.0,0.48,0.37,0.05,0.0,1.98,1.02,66.1,39.4,0.16,4.81,0.0,0.0,0.5796387520525451,0.37766830870279144,0.0464696223316913,0.16584564860426929,0.02988505747126437,91,0
Kenji-Van Boto,DF,26.0,1996,1,1,90,1.0,0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,23.0,30.0,76.7,382.0,208.0,12.0,15.0,80.0,7.0,8.0,87.5,2.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,36.0,2.0,11.0,17.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,154.0,90.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,100.0,25.0,7.0,3.0,0.0,0.0,0.3055555555555556,0.4722222222222222,0.2222222222222222,0.05555555555555555,0.027777777777777776,38,0
Badredine Bouanani,MF,18.0,2004,4,2,177,2.0,0,1.5,0.5,33.3,0.0,0.0,20.9,0.0,0.0,0.0,31.5,40.0,78.8,478.5,80.5,16.0,17.5,91.4,13.0,14.0,92.9,1.5,4.5,33.3,1.5,2.0,1.0,1.5,0.5,3.0,0.0,0.0,4.0,37.0,3.5,3.0,0.0,0.5,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.5,0.0,1.5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,49.5,0.0,5.5,24.0,21.5,4.0,6.5,4.5,69.2,2.0,30.8,36.5,262.5,107.0,3.0,2.0,2.0,1.5,2.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,38.0,8.5,5.0,0.0,0.0,0.1111111111111111,0.48484848484848486,0.43434343434343436,0.0,0.08080808080808081,47,0
Hicham Boudaoui,MF,23.0,1999,13,9,771,8.6,0,0.47,0.23,50.0,0.0,0.0,22.5,0.0,0.0,0.0,44.1,50.5,87.3,619.4,154.0,23.8,26.9,88.7,14.4,15.8,91.2,1.86,2.79,66.7,0.12,1.16,3.49,0.58,0.0,3.14,0.23,0.0,0.81,49.7,2.44,1.98,0.0,0.12,0.0,0.12,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,3.72,1.63,1.86,1.63,0.23,2.33,2.67,87.0,0.35,1.51,0.23,1.28,1.98,5.7,1.05,0.0,65.1,2.33,17.6,35.5,13.0,1.28,2.56,0.58,22.7,1.74,68.2,47.2,267.8,112.9,1.4,1.98,0.23,0.93,0.7,0.35,0.0,0.0,1.05,2.33,0.0,0.0,0.7,0.81,46.2,44.4,2.67,6.98,0.0,0.0,0.2703533026113672,0.5453149001536098,0.19969278033794163,0.035791090629800314,0.019662058371735795,61,0
Franci Bouebari,DF,19.0,2003,2,0,76,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,28.8,56.5,243.8,96.3,10.0,15.0,66.7,6.25,10.0,62.5,0.0,2.5,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.25,18.8,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,1.25,2.5,0.0,3.75,6.25,60.0,2.5,0.0,0.0,0.0,2.5,6.25,2.5,0.0,45.0,1.25,16.3,15.0,13.8,0.0,1.25,1.25,100.0,0.0,0.0,17.5,57.5,13.8,0.0,0.0,0.0,1.25,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.25,1.25,50.0,16.3,2.5,0.0,0.0,0.0,0.3622222222222222,0.3333333333333333,0.3066666666666667,0.027777777777777776,0.0,24,0
Sofiane Boufal,MF,29.0,1993,13,9,834,9.3,4,2.26,0.97,42.9,0.1,0.22,20.8,0.43,0.22,0.22,39.8,52.4,76.0,606.8,169.2,21.8,25.7,84.9,13.3,17.3,77.0,2.69,5.38,50.0,0.32,2.9,3.23,1.08,0.11,6.02,0.43,0.65,3.98,48.0,5.59,4.09,0.32,0.43,0.11,0.65,0.0,0.65,0.32,0.11,0.0,0.0,0.22,0.0,1.51,0.97,0.75,0.43,0.32,0.32,1.29,25.0,0.97,0.65,0.0,0.65,0.54,2.04,0.11,0.0,66.0,0.11,4.62,32.0,30.6,4.09,8.28,3.76,45.5,3.98,48.1,53.4,360.3,166.0,5.05,3.44,1.83,3.01,2.04,0.32,0.11,0.11,2.15,2.15,0.22,0.0,0.11,0.97,10.0,52.5,10.1,3.87,0.11,0.0,0.07,0.48484848484848486,0.4636363636363637,0.0016666666666666668,0.061969696969696966,60,0
Wassim Boullif,DFM,18.0,2005,4,0,74,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.25,80.0,105.0,53.8,2.5,2.5,100.0,0.0,0.0,0.0,2.5,3.75,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,2.5,0.0,0.0,2.5,2.5,100.0,0.0,3.75,2.5,1.25,0.0,2.5,3.75,0.0,18.8,8.75,16.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,18.8,15.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,2.5,0.0,3.75,0.0,2.5,0.0,0.0,0.8670212765957447,0.13297872340425532,0.0,0.4654255319148936,0.0,10,0
